,hoard_id,name,startDate,endDate,type_find,hoard?,excavation?,single?,num_coins,num_known_coins,num_unknown_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported
785,1615,PAS: Richmond 3125,393.0,402.0,EG_IARCH,hoard,,,600.0,11,589,1720.0,1720.0,"Robertson 2000, 400 no. 1606:""""Suaserit aliquos Romanam ei fuisse originem magna argenteorum vis numismatum, ad radices montis qui innititur Castellum. Egesta ineunte anno 1720, sed cum nullum aliud umquam Romani nominis hic indicium at Cataractonium, celeberrimam in vicinia stationem offendamus, subit suspicari potius Romanum quendam Cataractoniensem rebis florentibus, nemorum et aquarum amoenitate delinitum villam hic posuisse suam; aut locorum saltem solitudini confisum adventante Saxone, thesauros suos defodisse. Erant numismata numero plus sexcenta sequioris aevi et post Constantinum omnia. Inscriptiones autem ad nos advectorum Lectoris oculo subjicimus.""Then came a description of 11 sil.:Sil.Constantius II 1Julian II 1Valentinian I 1Valens 2Gratian 2Valentinian II 1Theodosius 1Magnus Maximus 1Honorius 111(wrongly attributed to Valentinian I)R. Goslin(g), Registrum Honorius De Richmond (1722), 252, some types15 Feb. 1720/1""Mr. Roger Gale gave us an account of many Silver Coyns of the Romans found last month in digging on the south side of Richmond Castle, Yorkshire, among which there were sent him one of Gratian, Maximus, Constantius, Valentinian, Valens, Julian, Honorius, all very fine, together with a silver kind of Ladle or Instrument of Sacrifice as we conjectured from the description. There were about 600 Coyns found.""1 March 1720/1""Mr. Gale brought a drawing of the Silver Ladle found among the Roman Coyns at Richmond in Yorkshire.""Ms. Min. Soc. Ant., I (1718-32), 41""Richmond...L.P. Wenham reports the discovery some twenty years ago by D. Clarke of a silver Roman coin, a siliqua of Gratian (AD 367-383) of Cohen type 86 with Urbs Roma reverse and mintmark of Trier. It was found on Castle Bank, the steep slope between the castle and the River Swale.It seems reasonable to link the two finds.""Yorks. Arch. Register: 1975, compiled by R. Thorp, in Yorks. A.J., 48 (1976), 4""",54.40058047006556,-1.736567131013735,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
786,1887,PAS: Cobham 3126,355.0,361.0,EG_IARCH,hoard,,,4.0,4,0,1931.0,1931.0,"Robertson 2000,  310 no. 1277:""""The Rev, H.P.B. Chubb reports that the four coins described below were shown him by Mr. E. Partridge, of Chilbrook Farm, Cobham, who stated that coin no 2 had been found by him embedded in the bank of the River Mole in Meadow No. 3 westward of Cobham Bridge in the autumn of 1931. Next year he found another coin in a mole-hill, and by digging and sifting the soil he found the other two some 2 feet below the surface. There was no trace of any pottery or other container, or of any discoloration of the soil.""The coins were all AE:AEGreek (Rhodes, c. 334-304 B.C.) 1Constantine I 1Constantius II, Aug. 24(PROVIDENTIAE AVGG)(1 FEL TEMP REPARATIO, falling horseman, overstruck on earlier coin of Constantius II)""As they were all found together, the presumption is that they formed the whole or part of a hoard, which was lost or buried about the middle of the fourth century AD""Surrey Arch. Coll., XLIV (1936), 139f., types""",51.320343785100455,-0.4201367754134044,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
787,2018,PAS: Kelston 3130,364.0,375.0,EG_IARCH,hoard,,,2.0,2,0,1676.0,1676.0,"Robertson 2000, 336 no. 1375:""Kelston - copper coins of Constantine I and Valentinian I in grounds of John Harington (Guidott (1676), 68).""VCH Somerset, I (1906), 363.""",51.400320756359584,-2.4355089036154496,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
788,417,PAS: Chester (Hunter Street) 3131,367.0,378.0,AC_Excavated,hoard,excav,,10.0,10,0,1936.0,1936.0,"In Hunter Street, near Odeon Cinema, a group of 11 coins & a plain bronze finger-ring found lying together in upper Roman stratum, in a cut made for the water-main, April 23rd, 1936. The coins were all of bronze (3 AE) & in fair condition. R. Newstead. 1939. J of the Chest. & N. Wales Archit., Arch. & Hist. Soc., n.s. 33: 61.",53.19221901248849,-2.894993207307277,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
789,325,"PAS: Harlington, Cranford Lane 3164",355.0,361.0,AC_Excavated,hoard,excav,,7.0,7,0,1997.0,1997.0,"HER: Late Roman enclosures (AD 250-400) at Cranford Lane, Harlington, excav. by MoLAS in 1997. RB deposits confined to S & W parts of site. A series of complex enclosures, poss. for stock management, were clustered around S & W sides of a large rectilinear enclosure. Most feature within enclosure, & incl. 3 wells, posthole structure, & 13 pits. 7 minims, all irregular ‘fallen horseman’ types of ad 355-365, found in one of pits, whilst another contained prob. hoard of metalwork. MoLAS. 1994. Archaeological excavs at Cranford Lane, Harlington, Aug-Oc 1994: prelim summary of results. Site Code CFL94. Elsden, N. 1996. Cranford Lane, Harlington, London Borough of Hillingdon: Post-excavation assessment report.  London Archaeologist 1994-5. London fieldwork & publication round-up 1994. Vol 7 (13): 341.",51.48450229998114,-0.42368789832205955,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
790,326,PAS: Hillingdon 3164,355.0,361.0,AC_Excavated,hoard,excav,,7.0,7,0,1997.0,1997.0,"During excavations of an enclosure by the MoLA, a group of 7 barbarous minims were found in a pit. Another pit contained a possible metalwork hoard. (Information from HER).",51.48450229998114,-0.42368789832205955,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
791,358,PAS: Filey Brigg (Signal Station) B 3166,388.0,395.0,AC_Excavated,hoard,excav,,22.0,22,0,1921.0,1921.0,"See details for Hoard 2441,  IARCH-F2BBEB, Filey Signal Station A. This record is for the second hoard mentioned by Robertson.",54.21791847980504,-0.2729647137795264,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
792,383,"PAS: Ivy Chimneys, Witham 3189",388.0,402.0,AC_Excavated,hoard,excav,,78.0,0,78,1978.0,1983.0,"Depression F3321 contained 7 re-deposited (curated?) Palaeo. handaxes in lowermost gravel fill, pottery & coins. Upper dark fills contained tile frags., mortar frags., a copper alloy brooch, finger rings, bracelet frags.,  tweezers, nail cleaner, pins and a key; a lead-filled bronze head, a bronze priest’s head moulding, iron knife blades, an iron buckle, bone pins & pieces of antler. Also 78 coins from F3321 – 17 of AD 270-284 & 10 of AD 293-296 in lower fills, 9 of AD 330-345 & 42 of AD 388-402 in upper fills.  Turner, R. 1999. Excavations of an Iron Age Settlement and Roman Religious Complex at Ivy Chimneys, Witham, Essex 1978-83. EAA Report 88, 60.",51.79197956711543,0.6255943771198689,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
793,420,PAS: Lydney Park 3190,364.0,375.0,AC_Excavated,hoard,excav,,2.0,0,2,1928.0,1928.0,"“Two coins of Valentinian lay within top of one of the prehistoric postholes” – this was the remains of a structure pre-dating the main RB temple at Lydney. These coins may thus be a foundation deposit.    Wheeler, H.E.M. & Wheeler, T.V. 1932. Report on the Excavation of the Prehistoric, Roman, and Post-Roman Site in Lydney Park, Gloucestershire. Soc. of Ants., pp. 30.",51.72088653255527,-2.558013620749984,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
794,349,PAS: Frocester Court Roman Villa 3198,348.0,364.0,AC_Excavated,hoard,excav,,4.0,0,4,1961.0,1967.0,"Mattingly (2000) lists 3 other poss. hoards from Frocester. These included 4 coins of ‘falling horseman’ type found in contact in ploughsoil over N corner of courtyard, poss. from a ploughed out hoard. Mattingly, H.B. 2000. The radiate minim hoard. In E. Price Frocester: a Romano-British Settlement, its Antecedents and Successors. Stonehouse: GADARG, pp. 20.",51.72440344461778,-2.3126639325074856,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
795,593,PAS: Frocester Court Roman Villa 3199,43.0,402.0,AC_Excavated,hoard,excav,,2.0,0,2,1961.0,1967.0,"Mattingly (2000) lists 3 other poss. hoards from Frocester. These included 2 coins found in contact in fill of later of the two gullies on NE side of Room 12, Building A. Mattingly, H.B. 2000. The radiate minim hoard. In E. Price Frocester: a Romano-British Settlement, its Antecedents and Successors. Stonehouse: GADARG, pp. 20.",51.72440344461778,-2.3126639325074856,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
796,402,PAS: Claydon Pike 3200,364.0,378.0,AC_Excavated,hoard,excav,,27.0,0,27,1979.0,1983.0,"Coins include 27 well-stratified late 4th coins from cobbled surface clustered within one area of circular stone shrine, where there was a complete miniature beaker buried within a cobbled surface, & a miniature copper alloy axe found nearby. 248 coins in total were found in the general area of the shrine. There was probably a dispersed hoard of coins of AD 364-378. Miles, D., Palmer, S., Smith, A. & Perpetua Jones, G. 2007. Iron Age and Roman Settlement in the Upper Thames Valley: Excavations at Claydon Pike & Other Sites Within the Cotswold Water Park. OA, pp. 181-183, 189-190.  Shrine some 200m NW of a substantial villa complex, itself built on an earlier complex.",51.69527711943834,-1.7247694581984783,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
797,284,PAS: Kingscote IV 3203,351.0,360.0,AC_Excavated,hoard,excav,,76.0,0,76,1975.0,1980.0,"At Site 2, Pit 328, dug into top of Quarry 4 & poss. within Building VI, contained 76 coins from AD 260-8 to AD 351-60, incl. 21 radiates. Also pottery, cu alloy bracelet & sheet frag., but not clear what other objects were found. Timby, J. 1998. Excavations at Kingscote and Wycomb, Gloucestershire. Cotswold Archaeology, pp. 66-67.",51.66325349449421,-2.2809989623332267,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
798,209,"PAS: Blakeney, Millend Lane 3204",330.0,341.0,AC_Excavated,hoard,excav,,11.0,9,2,1997.0,1997.0,"9 coins, all contemporary types dating to AD 330s with no copies, frags. of poss. 2 more coins present. Found within small irregular pit 1029, prob. placed in a wooden bucket, as there were also 2 iron hoops. Coins within arc of the two hoops, which were both at same height, plus a conc. some frags. of copper alloy sheet & iron, poss. from a stud. Barber, A.J. & Holbrook, N. 2000. A Roman iron-smelting site at Blakeney, Gloucestershire: excavations at Millend Lane 1997. Trans. of Bristol & Glos Archaeol. Soc.",51.75868477740179,-2.4764894282783985,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
799,422,"PAS: Winchester, Hyde Street 3211",360.0,363.0,AC_Excavated,hoard,excav,,6.0,6,0,2000.0,2001.0,"Excav by Wessex Archaeology Oct 2000-May 2001. Evidence for Winchester to Silchester Roman road, & structures fronting onto road. Deposit of late/post- Roman 'dark earth' across much of site, but small hoard of 5 silver siliquae & 1 cu alloy coin suggested it was at least partly formed by AD 363 AD or shortly after. Bitbeck, V. & Moore, C. 2004. Hampshire Studies 59: 77-110, 91-92.",51.067322169583825,-1.3144606042049194,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
800,370,"PAS: Canterbury, Marlowe Car Park Area M I 3213",395.0,402.0,AC_Excavated,hoard,excav,,59.0,0,59,1978.0,1982.0,"Marlowe Car Park Area M I, scattered hoard of 59-67 Theodosian & Honorius coins, deposited soon after AD 395-6. Hoard ‘reconstructed’ from coins scattered in A-S & medieval features, prob. originally deposited in waste ground. Anderson, I. 1995. The Roman coins. In Blockley, K. et al. Excavations in the Marlowe Car Park & Surrounding Areas. The Archaeol. of Canterbury Vol. V. Canterbury Archaeol. Trust, pp. 928-929.",51.27699792489986,1.0798079620305463,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
801,351,"PAS: Canterbury, Marlowe Car Park Area MT 3216",395.0,402.0,AC_Excavated,hoard,excav,,88.0,0,88,1978.0,1982.0,"Marlowe Car Park Area MT, scattered hoard of 87 Theodosian coins, & 1 of Honorius from disturbed layers used to backfill medieval pit 21. Deposition date of AD 402 or later (though single Honorius could be intrusive). Anderson, I. 1995. The Roman coins. In Blockley, K. et al. Excavations in the Marlowe Car Park & Surrounding Areas. The Archaeol. of Canterbury Vol. V. Canterbury Archaeol. Trust, pp. 930.",51.27703560369172,1.0783764031158676,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
802,380,"PAS: Canterbury Rose Lane Site E XXI, B (1a) Hoard 1 3218",390.0,402.0,AC_Excavated,hoard,excav,,23.0,0,23,1978.0,1982.0,"Rose Lane Site E XXI, B (1a) Hoard 1. 23 coins from Constantine II to House of Theodosius, deposit AD 390-420. Anderson, I. 1995. The C.E.C. coins. In Blockley, K. et al. Excavations in the Marlowe Car Park & Surrounding Areas. The Archaeol. of Canterbury Vol. V. Canterbury Archaeol. Trust, pp. 945.",51.27770492222786,1.080285506652627,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
803,381,"PAS: Rose Lane Site E XXI, A (1) Hoard 2 3219",388.0,402.0,AC_Excavated,hoard,excav,,21.0,0,21,1978.0,1982.0,"Rose Lane Site E XXI, A (1) Hoard 2. 19 coins from Constantine II to House of Theodosius, also incl. 2 radiates. Deposit AD 388-420. Anderson, I. 1995. The C.E.C. coins. In Blockley, K. et al. Excavations in the Marlowe Car Park & Surrounding Areas. The Archaeol. of Canterbury Vol. V. Canterbury Archaeol. Trust, pp. 945.",51.27770492222786,1.080285506652627,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
804,350,"PAS: Canterbury Rose Lane Site E XXI, B (1) Hoard 3 3220",368.0,385.0,AC_Excavated,hoard,excav,,117.0,0,117,1978.0,1982.0,"Rose Lane Site E XXI, B (1) Hoard 3. 117 coins from Claudius II to House of Theodosius, with 47 of latter; & incl. 33 illegible 4th C. coins. Deposit AD 368-385.",51.27770492222786,1.080285506652627,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
805,403,"PAS: Canterbury Rose Lane Site E XXI, D (11) Hoard 4 3221",368.0,378.0,AC_Excavated,hoard,excav,,6.0,0,6,1978.0,1982.0,"Rose Lane Site E XXI, D (11) Hoard 4. 6 coins from Constantine I to House of Valentinian, deposit AD 368-385. Anderson, I. 1995. The C.E.C. coins. In Blockley, K. et al. Excavations in the Marlowe Car Park & Surrounding Areas. The Archaeol. of Canterbury Vol. V. Canterbury Archaeol. Trust, pp. 945.",51.27770492222786,1.080285506652627,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
806,213,PAS: Lullingstone Roman villa I 3223,348.0,361.0,AC_Excavated,hoard,excav,,13.0,0,13,1947.0,1958.0,"13 coins sealed in pit that occupied NW corner of back corridor before gravel floor of vestibule laid over it, in the ’Northern Group’ of villa rooms. A single coin of Tetricus II, & remaining coins of Constantine II to 2 Fel. Temp. Rep. coins, suggest pit not filled in before c. AD 361. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 41-42. There were 3 small, coarse handmade cooking vessels, animal bones & portions of skulls, with cut marks, iron knives, & 13 coins. Unclear why Allen & Reece state in coin report that “…it has not been possible to group the coins according to the context in which they were found”, unless they mean the detailed strat. account was not available to them. Allen, D.F. & Reece, R. 1987. The coins. In G. W. Meates et al. The Roman villa at Lullingstone, Kent. Volume II: The Wall Paintings and Finds, pp. 47f.",51.36391571804297,0.1961903253315959,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
807,214,PAS: Lullingstone Roman villa II 3224,350.0,364.0,AC_Excavated,hoard,excav,,31.0,0,31,1947.0,1958.0,"“ on the level, heavily carbonised, but at a time much earlier than the final destruction, and beneath the floor boards of the ante chamber, 2 of which had actually survived, fallen & sealing some of the coins, no less than 31 coins.” All of Constantinian period – 4 of Constantius II, 1 of Magnentius, & 1 of Constantius Gallus. A date not much before AD 361 indicated for flooring of ante chamber. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 42. 31 coins of within a deposit consisting of thin laminations of charcoal, burnt clay & reddened sand, on base of floor of Room 10 in ‘Northern Group’ of villa rooms. This heating activity poss. related to a temporary framework of postholes. Some coins in small clusters. Coins from Constantine I to Constantius Gallus, plus 1 minim, all date to AD 330-354. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 51-52, fig. 9.",51.36391571804297,0.1961903253315959,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
808,258,PAS: Lullingstone Roman villa III 3225,330.0,341.0,AC_Excavated,hoard,excav,,18.0,0,18,1947.0,1958.0,"In Room 14, part of ‘Northern Group’ of villa rooms, there were 2 shallow, circular pits 0.55m in diameter & c. 0.20m deep, along W wall. Southern pit contained 18 coins from Crispus (AD 320-324) to Constantinopolis (AD 330-337), with 1 coin of Urbs Romana (AD 330-337) 0.15m E of pit & poss. from it. Coins fresh & in uniform condition. Each group of coins concentrated within its pit, & may have been within cloth bags.  Meates suggests [somewhat imaginatively] that these hoards were buried underneath beds of servants. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 58, fig. 12.",51.36391571804297,0.1961903253315959,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
809,245,PAS: Lullingstone Roman villa IV 3226,320.0,324.0,AC_Excavated,hoard,excav,,4.0,0,4,1947.0,1958.0,"In Room 14, part of ‘Northern Group’ of villa rooms, there were 2 shallow, circular pits 0.55m in diameter & c. 0.20m deep, along W wall. The northern pit contained 4 coins from Constantine I (AD 320-324) to Constantine II (AD 320-324). Each group of coins concentrated within its pit, & may have been within cloth bags.  Meates suggests [somewhat imaginatively] that these hoards were buried underneath beds of servants. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 58, fig. 12.",51.36391571804297,0.1961903253315959,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
810,215,PAS: Lullingstone Roman villa V 3227,333.0,361.0,AC_Excavated,hoard,excav,,20.0,0,20,1947.0,1958.0,"In Room 15, part of ‘Central Group’ of villa rooms, there was a semi-circular pit 1.22m wide & c. 0.80m deep, dug through an earlier concrete op. sig. floor. In pit was a large Alice Holt storage jar at angle of 30°, with top broken away & wedged in place with a brick; & major part of a colour-coated Gaulish bowl. 20 coins in pit scattered throughout fill, but with some conc. between the 2 ceramic vessels. Coins from Constantine I to Constans Augustus, with 1 minim; of AD 330-350. Also a bronze ‘lion mask’ axle cap, an iron padlock & chain, frags. of 4 glass beakers & a glass bowl, a mortarium, & 2 metallic-glazed, rouletted Castor-ware box lids. Meates interpreted this feature as a latrine near the dining room, but it was later re-sealed beneath another surface, and seems a very odd, ad hoc toilet. The coins & other objects might suggest some sort of deliberate deposit, which although contains broken objects/refuse, may have held some other meaning. Meates, G.W. 1979. The Roman Villa at Lullingstone, Kent. Kent Archaeol. Mono. 1, pp. 87-88, figs. 17a & 17b.",51.36391571804297,0.1961903253315959,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
811,404,PAS: Springhead 3232,364.0,378.0,AC_Excavated,hoard,excav,,57.0,0,57,2000.0,2003.0,"Group of 57 coins recovered from dump layer in upper fill of ditch 3321, part of LIA enclosure 400012. Upper fill may have suffered some truncation. Coins from discrete deposit in one corner of ditch. 2 latest coins are nummi of House of Valentinian. Some earlier coins may have been part of this scattered hoard, or were residual in ditch. Fill also contained 1st & 2nd C. metalwork & 3rd C. pottery, so coin hoard may have been inserted later into this fill.",51.43082045794334,0.32686536995445803,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
812,414,PAS: Rudston Roman villa 3234,364.0,378.0,AC_Excavated,hoard,excav,,5.0,0,5,1965.0,1966.0,"The excavation of the well was concluded in 1966. It was 99ft deep and its diameter below the weathering cone average 9ft to within 6ft of the bottom. Two radiate coins of late 3rd C. & iron fittings of several buckets found within bottom 6 ft thick silts, along with large group of late 3rd & early 4th C. ceramics, at approx. 95 ft depth.  In layer between 81ft and 85ft were masses of broken Huntcliff vessels & 3 Valentinian coins – matching sherds of pot throughout this dump imply it was a single event.",54.08485775200587,-0.33604041448992256,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
813,3153,PAS: Wattle Syke 3236,364.0,378.0,EG_IARCH,hoard,,,2.0,0,2,2007.0,2007.0,"2 coins of Valens AD 364-78, found near hand of SK33 (3-5 year old child) in double grave with mature adult female (SK34). Child also had 3 cu alloy bracelets. Grave 3050.SK33 14C dated to AD 250-420.",53.90879898947687,-1.3837457692064632,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
814,1814,PAS: Wattle Syke 3237,335.0,347.0,EG_IARCH,hoard,,,3.0,3,0,2007.0,2007.0,"3 4th C. coins (1 of House of Constantine I AD 335-47, 2 uncertain AE, found in single homogenous fill of 'working hollow', assoc. with poss. hearth/fire pit. Also late 4th C pottery. Poss. a small purse hoard, but not found in a tight group.",53.90818598072434,-1.3833894615612987,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
815,259,PAS: Winterton Roman villa 3243,330.0,341.0,AC_Excavated,hoard,excav,,5.0,5,0,1958.0,1967.0,"Building D was a stone-walled rectangular structure with an aisled area & a series of separate rooms, & a bath-suite.Room 21 was in the NE corner, and originally 11 ft long and 14 ft wide, with heavily robbed wals & an op. sig. concrete floor, replaced twice by similar floors. In use with the second of these floors was a large pit 3 ft 16 in. wide, 9 ft long & 1 ft 9 in deep, with sharp sides & a cleanish filling. This may have held some form of tank or container. In final phase of room the pit was filled in & covered with concrete to bring it to level of surrounding floor, & in this concrete was found a small hoard of 5 coins (AD 330-341). Stead, I.M 1976. The Roman villa at Winterton. In I.M. Stead  Excavations at Winterton Roman Villa and Other Roman Sites in North Lincolnshire 1958-1967. DoE Archaeol. Reports 9. London: HMSO, pp. 46.",53.65175658925245,-0.6240739447014663,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
816,379,"PAS: Dorchester, County Hospital I 3253",388.0,402.0,AC_Excavated,hoard,excav,,304.0,0,304,1969.0,1969.0,"""Several coins of the House of Theodosius"" found in the fills of oven 4 in Building 1 in the Somerleigh Court excavations of 1969-1970. This assemblage has been treated separately from hoard IARCH-D61D2D ((Robertson 2000, 410 no. 1644) coins from the rubble layer of the same building) although in the publication of that hoard by Cooke (2007) he has treated them as one hoard: ""However, using the published coin list (Patrick Greene 1993, 93), it is possible to suggest the likely composition of this hoard. In order to do this, only coins recovered from rubble contexts or those recovered from within oven 4 (see above) have been included. This excludes all the coins recovered from topsoil deposits (some of which may relate to the hoard) but does allow us to examine those coins most likely to be part of the hoard. Using these criteria, a minimum of 304 coins can be suggested as belonging to the hoard"".   AC: Hoard found in backfill of oven 4 within a 4th century building (Building 1, Site C, Trench 1), south of Building 12 from Hascombe Court excavs. in 2001-2003 (see below). Also contained stone rubble, limestone roof slabs, charcoal, mortar & wall plaster, & a balance bar. Not clear from the text or Reece’s coin report (just a table) exactly where coins were within layers in this feature (in clusters, or distributed throughout it?), but there were at least 159 coins, 143 from one upper fill alone. Patrick Green, J. 1993. Excavations at Dorchester Hospital (Site C), Dorchester, Dorset. PDNHAS 115: 71-101. N.B. Gentle E facing slope, R. Frome c. 800m to N.",50.71231352453537,-2.4391545506730226,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
817,605,PAS: Chesters Roman villa 3255,350.0,364.0,AC_Excavated,hoard,excav,,6.0,0,6,1933.0,1934.0,"What is mentioned in Garrett & Harris 1938 and shown on a plan (p. 97, fig. 1) is a small group of coins associated with a ‘hole in upper flagged floor’ in Room I. This hole was ‘filled with various debris, amongst which coarse pottery, pseudo-samian ware, late coins (Decentius, Constantius II, barbarous, & minimi), twisted copper bracelet wire etc’. Also two glass beads. The 6 coins were 1 AE, 3 radiates & 2 miminimi. ",51.68509913726574,-2.5843480357077873,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
818,217,"PAS: Winchester, The Brooks II 3256",350.0,365.0,AC_Excavated,hoard,excav,,1.0,0,1,1987.0,1987.0,"Scattered coin hoard deposited c. AD 350-365, on a late phase of Building VIII.9, when it was ruinous but not completely levelled & buried. May have been on a surface formed by re-used roofing slabs. Scobie, G.D., Zant, J.M. & Whinney, R. 1991. The Brooks, Winchester. A Preliminary report on the Excavations, 1987-88, pp. 30.",51.06294637936076,-1.3119850979722263,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
819,341,PAS: Winchester (Victoria Road) 3260,355.0,367.0,AC_Excavated,hoard,excav,,52.0,0,52,1972.0,1980.0,"Hoard of at least 52 coins, part of a deposit of 61 coins recovered from backfill of a well in Victoria Road, Winchester (F1093) during archaeol. excavs. in 1970s. No evidence for a container. Summary (p.380) mentions that well contained half the carcass of a horse, a buckle & a shale spindle whorl as well as architectural frags. Rees, H., Crummy, N., Ottaway, P. and Dunn, G. 2008. Artefacts and Society in Roman and Medieval Winchester: Small finds from the suburbs and defences, 1971-1986. Winchester Museums, 135.",51.066434048031724,-1.3163575393365257,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
0,57,PAS: Lincoln 57,138.0,180.0,AC_Excavated,hoard,excav,,3.0,3,0,1971.0,1972.0,"West Parade site Area III, Roman interval tower. In late Roman period, interval tower became derelict, & much of upper part prob. demolished/ robbed. Lower part of tower infilled with demolition debris, incl. ceramic tile frags. & mortar, animal bone waste from food consumption, & bird & animal skeletons, incl. ravens & dogs, frogs & toads, & remains of owl pellets. 3 silver denarii in fine condition also found amongst demolition debris, of Trajan, Hadrian & Faustina, minted in early to mid 2nd C. before tower even built; & it is likely that they were hidden & subsequently lost, poss. as part of a larger hoard, whilst tower was still in use. Gilmour, B. 1999. Excavations. In C. Colyer, B.J.J. Gilmour & B. Jones The Defences of the Lower City. Excavations at The Park and West Parade 1970-2 and a Discussion of Other Sites Excavated up to 1994. The Archaeology of Lincoln VIII-2. CBA Res. Report 114, pp. 191.",53.232707268316304,-0.5433074022335653,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
1,76,PAS: Dean Hall 76,383.0,408.0,AC_Excavated,hoard,excav,,115.0,0,115,1987.0,1987.0,"?hoard of over 115 3rd- & 4th-century coins (Gordian III to Arcadius) found disturbed in NW corner of 'temple' site."" Britannia 1988 19: 467.",51.81466040770546,-2.4772104430611788,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
2,77,PAS: Heytesbury 77,383.0,402.0,AC_Excavated,hoard,excav,,10.0,10,0,1800.0,1800.0,"Ten nummi found during excav. of a round barrow by Cunnington in 1800. A layer of flint and coarse pottery was found, but (earlier) samian sherds were also found with the coins.",51.20238516704719,-2.080103554152967,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
3,78,PAS: Silchester 78,383.0,402.0,AC_Excavated,hoard,excav,,1.0,1,0,1869.0,1869.0,"G.C. Boon, Silchester, The Roman Town of Calleva (ed. 1974), 311, no. 21, following J.G. Joyce, Journal of Excavations at Silchester, 21 Sept. 1869 (in Reading Museum), noted hoard of Theodosian bronze ending with Arcadius (""omitted by me in NC, 1960, 24"").",51.35708733534356,-1.0836923269744994,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
4,79,PAS: Buxton 79,383.0,408.0,AC_Excavated,hoard,excav,,249.0,231,18,1975.0,1975.0,"Accumulation of Roman coins in natural fissure in rock below the Thermal Baths in Buxton. Poss. a votive deposit though not strictly a hoard. Found in the underlying rock pool in which the spring had formed, below 20th century swimming pool. Post-medieval objects included a ring dated 1704 & hundreds of pins (thought to be 19th century).",53.25847362549848,-1.9145168303291995,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
5,129,PAS: Leafield 129,333.0,350.0,AC_Excavated,hoard,excav,,1.0,0,1,1820.0,1830.0,"Mr R. Earle Way exhibited a curious stone mortar, found about 60 years ago in excavating an ancient tumulus which still exists at Leofield [sic], Oxon. It was filled with Roman coins, specimens of which were shown. They range from Domitian to Constans. The tumulus, which is elliptical in form, is 120 yds wide at base & 50x12 yds at summit, which is truncated; aperture made by the excavation, in which the mortar was found, being still apparent. The mortar is broken, prob. by use, & was mended with lead."" JBAA 1889, 45: 364. The coins were probably AE, although it is unlikely that they ranged from Domitian onwards, if they ended with Constans.",51.83640976162365,-1.542639241110012,highest,PAS UK Finds,,2017-08-28 08:25:44.046252
