hoard_id,PAS_unique_hoard_id,name,startDate,endDate,hoard?,excavation?,single?,num_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported,updated,Tag_IDs,references
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   280 no. 1178"
1706,IARCH-355E69,PAS: Cae Bardd 1706,,,hoard,,,288,1935.0,1935.0,"Robertson 2000, 263 no. 1105:""""On December 21st, 1935, whilst ploughing a field on his farm Caebardd, Broniarth, Guilsfield, Montgomeryshire, Mr. H.K. Jones came upon 288 Roman bronze coins. The field, Cae Gam, is situated on the 600-foot contour and is close to two hill-top tracks, which are now bridle paths. The actual site of the find was 10 yards from the hedge... No containing vessel or substance was noticed, but iron stains on some of the coins, as received by the writer, suggest to him that they were contained in a wooden box, bound or fastened in some way with iron.""<br />Of the 288 coins, 271 were listed, along with rubbings of 7 others.<br />-B.H. St.J. O'Neil, in BBCS, VIII (1935-7), 255-70, types<br />-R.J. Brewer, in CHRB VII, BM Occas. Paper 59 (1987), 53-7, when dealing with the Guilsfield, 1981, hoard of Constantinian coins, suggested that ""the 1935 find was merely derived from one of the two imperfect pottery vessels, unearthed in 1981 [no. 1106], and the iron-staining on the coins may have been the result of contact with a buried iron object, or a localised soil condition.""<br />He also provided a table, of emperors and mints, derived from B.H. O'Neil's detailed descriptions of the coins:<br />Folles<br />+ London Trier Lyons Arles Ticinum<br />Constantine I, Aug. 38(1 b.) 57(1 b.) 2 5(1 b.) 3<br />Licinius I 1 1<br />Crispus 46(2 b.) 14(1 b.)<br />Constantine II, Caes. 78 15 2<br />Constantius II, Caes. 1 1<br />Helena (before AD 337) 1<br />Fausta 1<br /><br />164 89 4 6 3<br />Aquileia Siscia Uncertain TOTAL<br />Constantine I, Aug. 1 1 107<br />Licinius I 2<br />Crispus 1 1 62<br />Constantine II, Caes. 1 96<br />Constantius II, Caes. 2<br />Helena (before AD 337) 1<br />Fausta 1<br /><br />2 2 1 271<br />Most of the coins were acquired by the Powysland Museum, Welshpool, but are no longer there."" ******* Thought to be the same find as hoard IARCH-B45FD8 on the basis of composition and findspot. However there is some debate regarding the latter (Brewer 1987, 53) and so it has been treated as a separate hoard here. The coins had not been located at the Powysland Museum, Welshpool in 1987. Guest and Wells treat these hoards as one find of 5005 coins in two jars and state that ""it is certain that the earlier finds were from the same hoard"" (2007, 273 no. 838).",52.70774,-3.1943,highest,PAS UK Finds,1/13/2015 11:57,11:53.8,9/9/2015 13:40,,"Brewer, R.J., 1987    The Cae Bardd, Guilsfield, Clywd, Hoard    London:
   Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 838
O'Neil, B.H.St.J., 1937    The Guilsfield coin hoard    Cardiff:  BCS
 Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   263 no. 1105"
1707,IARCH-B45FD8,PAS: Cae Bardd 1707,,,hoard,,,4716,1981.0,1981.0,"Robertson 2000, 263-264 no. 1106:""""In September 1981, Mr. F. Jones observed a scatter of coins whilst ploughing on his farm at Cae Bardd, near Guilsfield, in the same field where 288 coins had come to light in 1935 [no. 1105]. A hole some 2m. in diameter was dug at the spot by Mr. Jones and members of his family, and this revealed two Roman earthenware vessels containing the bulk of the hoard. Several more coins scattered by the plough up to 10m. from the vessels were retrieved with the use of a metal detector. The coins, numbering some 4,102 were reported to Mr. K. Mason (then Curator of the Powysland Museum, Welshpool) in April 1982, and were brought to the National Museum of Wales for identification and study. Subsequently a further 614 scattered coins came to light and are included in the catalogue. Therefore, 4,716 coins have been identified, a total probably not far off the number originally buried.<br />The two earthenware containers were found buried just below the surface. The upper parts of both vessels had been disturbed by the plough, and sherds from these scattered. Although it was possible to reconstruct both vessels to some extent, the only rim sherd to be collected came from the globular beaker. Circular impressions of the coins remain on the interior surface of both vessels.<br />1. Lower half of a storage jar in an orange fabric with a grey core. There are traces of exterior burnishing but most of this has been removed by over-zealous cleaning. This vessel is probably an example of Severn Valley ware, but unfortunately not enough survives for a positive identification by its form. However, the spot where it was found is well within the area where products of this ware were being distributed in the fourth century AD.<br />2. Most of a globular beaker in an orange-brown fabric with a thin buff core and a darker red-brown exterior slip, most of which has been removed after its discovery. Rouletted decoration covers the upper part of the body. This is a common form of the later third and fourth centuries, and is either a product of the Oxfordshire kilns or a related regional group.<br />The Cae Bardd hoard is composed of 4,716 argentiferous bronze coins minted between AD 316 and 328. However, the two SOLI INVICTO COMITI pieces of 316 and 317, and the CLARITAS REIPVBLICAE of 317 are outliers, and the hoard in effect begins with the VICTORIAE LAETAE PRINC PERP issues of 318-9. The latest coins present are the PROVIDENTIAE AVGG, PROVIDENTIAE CAESS and SECVRITAS REIPVBLICE pieces of Trier with the mint-mark PTRE, dateable to AD 327-8.<br />A complete absence of specimens of GLORIA EXERCITVS, VRBS ROMA and CONSTANTINOPOLIS indicates that the hoard was deposited shortly before or very soon after the minting of these new issues commenced in AD 330.""<br />The 4716 coins included 4648 regular AE coins, and 68 irregular. The 4648 regular coins were as follows:<br />Folles<br />London Trier Lyons Arles Rome<br />Constantine I, Aug. 448 998 76 76 17<br />Licinius I 16 17* 2<br />Licinius II 17 2 1<br />Crispus 606 389 63 31 9<br />Constantine II, Caes. 903 408 30 25* 6 Constantius II, Caes. 20 63 1 5<br />Helena (before AD 337) 3 62<br />Fausta 7 37 1<br /><br />1987 1990 170 157 35<br />Folles<br />Ticinum Aquileia Siscia Sirmium Thessalonica<br />Constantine I, Aug. 60 6 50 2 27<br />Licinius I 2 7 6 7<br />Licinius II 1 2<br />Crispus 6 4 39 7<br />Constantine II, Caes. 5 10 37 11<br />Constantius II, Caes. 1<br />Helena (before AD 337) 1 1 1<br />Fausta<br /><br />75 28 135 2 53<br />Folles<br />Nicomedia Uncertain TOTAL<br />Constantine I, Aug. 10 1770<br />Licinius I 57<br />Licinius II 2 25<br />Crispus 1 1 1156<br />Constantine II, Caes. 2 1437<br />Constantius II, Caes. 90<br />Helena (before AD 337) 68<br />Fausta 45<br /><br />3 13 4648<br />* The summary Table of emperors and mints listed 8 coins of Licinius I, and 34 of Constantine II, Caes., from the mint of Arles, but the detailed Catalogue of coins seems to include 17 of Licinius I and 25 of Constantine II, Caes. The 10 coins of Constantine I from an uncertain mint included 2 brockages.<br />The 68 irregular coins were:<br />Folles<br />London Trier Lyons Arles Rome Constantine I, Aug. 7 12 2 6 2<br />Constantine I, Aug. (?)<br />Licinius I 1<br />Licinius II 1<br />Crispus 5 7 1 2<br />Constantine II, Caes. 3 4 2<br />Constantius II, Caes. 1<br />Helena (before AD 337)<br />Fausta 1<br /><br />15 25 3 12 2<br />Folles<br />Ticinum Siscia Uncertain TOTAL<br />Constantine I, Aug. 2 2 4 37<br />Constantine I, Aug. (?) 1 1 Licinius I 1<br />Licinius II 1<br />Crispus 15<br />Constantine II, Caes. 1 10<br />Constantius II, Caes. 1<br />Helena (before AD 337) 1 1<br />Fausta 1<br /><br />4 3 4 68<br />-R.J. Brewer, in CHRB VII, BM Occas. Paper 59 (1987), 45-129, types, mints, some wts., diams., tables, map of findspot, figs. of two pots"" ******* Possibly addenda to hoard IARCH-355E69 (same field). The contents of the two vessels were not separated out prior to study. Guest and Wells (2007, 273 no. 838) combine these two hoards but they have been kept separate due to reservations expressed by Brewer (1987, 53).",52.70774,-3.1943,highest,PAS UK Finds,1/13/2015 11:57,11:54.6,9/9/2015 13:45,,"Brewer, R.J., 1987    The Cae Bardd, Guilsfield, Clywd, Hoard    London:
   Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 838
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   263-264 no. 1106"
1711,IARCH-92FCFC,PAS: Ogof-Yr-Esgryn 1711,,,hoard,,,6,1938.0,1972.0,"Robertson 2000, 282 , 1199:""""GLYNTAWE, Brec. Coins from a scattered hoard, perhaps including some of the Constantinian pieces listed by me in Arch. Camb., cxvii (1968).42 [no. 161], but found in a crevice of the cave known as 'ogof yr esgryn', Dan-yr-Ogof Caves. In good condition, with slight traces of wear only:""<br />Constantius II, Caes. 2te<br />Constantinopolis 2te<br />Urbs Roma 2te<br />te<br />6te<br />(GLORIA EXERCITVS, 2 and 1 stand.(s))<br />G.C. Boon in BBCS, XXVII (1976-8), 631f., no. 132, types<br />The details of these 6 coins do not appear to correspond exactly to those in the list in Arch. Camb., loc. cit. They may be additions."" ******* Types (LRBC) in CH 3Robertson has split this find into two distinct deposits,one ending with Hadrian IARCH-E86639 and this one, the fourth century coins. See IARCH-E86639 for full details. The two coins under the slab are treated by Guest and Wells as a distinct hoard (2007, 271 no. 830) and the 9 other first / second to fourth century coins combined as no. 831, encompassing this group. The records linked here from Guest and Wells are therefore these 9. I have followed Robertson as the coins seem to have been dispersed throughout the cave, possibly relating to two distinct periods of gradual accumulation",51.83057,-3.6882,highest,PAS UK Finds,1/13/2015 11:57,11:57.5,9/9/2015 14:31,,"Casey, P.J. and Bendall, S., 1977    Roman and Byzantine Coin Hoards      67
Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 831
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   282    , no. 1199"
1718,IARCH-C53937,PAS: Reading (Bobs Mount) 1718,,,hoard,,,11,1895.0,1895.0,"Robertson 2000, 365 no. 1500:""""The vessel was observed during the severe frost of the middle of February, lying on some ice in an old unused gravel pit on Bobs Mount by some lads who were sliding there. Around it was some thinly scattered gravel; which, loosened by the frost, had evidently fallen from the gravel cutting, which extended along the border of the ice, carrying the vessel with it. Unfortunately, one of the lads gave it a kick, and broke it when a quantity of coins were revealed, as many as fifty or more it was stated: but such statements are to be received with caution being usually exaggerated. There is no doubt there was a greater number than was recovered: but immediate attention being given to the matter, the urn which has since been carefully repaired, was secured for the museum; while of the coins, eleven were obtained and others will be added if possible.""<br />J. Stevens, in Berks. Bucks. and Oxon. A.J., I (1895), 62<br />T. May, The Pottery found at Silchester (1916), 129, and fig. 102, described and illustrated the pot.<br />The pot, a small jug of rough brown clay, 3 ¾ in. high and 2 ¾ in. wide, and the 11 coins are still in Reading Museum. The coins are all sil., slightly worn, and, with the possible exception of one coin, they do not appear to have been clipped:<br />Sil.<br />Julian II, Aug. 3<br />Valentinian I 1<br />Valens 2<br />Gratian 2<br />Valentinian II 1<br />Magnus Maximus 1<br />Arcadius 1<br /><br />11<br />(frag.)<br />(1 twice perf.)<br />(in 2 frags.)<br />(cl.?; of AD 392-5, in 2 frags.)<br />Examined, and pot drawn, 1948 (ASR) Cp. G.C. Boon, in Oxon., XIX (1954), 41f., types, mints""",51.44317,-0.9690000000000001,highest,PAS UK Finds,1/13/2015 11:57,12:02.2,7/15/2015 16:14,,"Boon, G.C., 1954    Hoards of Roman Coins in the Reading Museum and Art Galler      42-44
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   365 no. 1500"
1719,IARCH-C58691,PAS: Reading (Milman Road) 1719,,,hoard,,,50,1895.0,1895.0,"Robertson 2000, 369 no. 1516:""""The second [i.e. hoard] in Swainston Road, on December 11th., 1895.<br />About 120 coins have been traced, of which 50 and the vessel are in the museum.""<br />J. Stevens, Descriptive Cat. of Reading Museum (1896), 44<br />In the Reading Museum Register, p. 218, Stevens, after noting the accession of the pot and 50 coins, gave a list of 70 (or more) coins from the hoard which had passed into private hands, adding that ""the preceding coins were found in digging out foundations, in Milman Road, Whitley, a continuation of the same elevation at Bob's Mount"".<br />T. May, The Pottery found at Silchester (1916), 124, fig. 89, and P1. LIII, described and illustrated the pot.<br />The pot, an indented beaker of New Forest ware, 5 ¼ in. high and 3 ½ in. wide, and the 50 coins, 1 solidus and 49 sil. are still in Reading Museum. The coins are only slightly worn, and do not appear to have been clipped. A list of these 50 coins, and Stevens' list of the coins in private hands, are here placed alongside one another.<br />Reading Museum Mr. Swain Mr. Swain, Mr. Oliver<br />Junr.<br />Sol. Sil. Sol. Sil. Sil. Sil.<br />Constantius II 4<br />Julian II, Aug. 7 6<br />Valentinian I 6<br />Valens 4 10<br />Gratian 5 10<br />Valentinian II 1 5 1 6<br />Theodosius 5 9<br />Magnus Maximus 4 17<br />Flavius Victor 1<br />Eugenius 3 1<br />Arcadius 3 7<br />Honorius 2 1<br />uncertain 13? 2<br /><br />1 49 1 67 13? 2<br />In 1924, Mr. Swain's grand-daughter gave some coins from this hoard to Mr. G.W. Smith. On Mr. Smith's death, in 1948, his collection of coins was examined by Reading Museum, and was found to consist of a series of Roman coins ranging from the 1st to the 4th century AD, and included a number of sil. unaccompanied by any record of their provenance. It is quite uncertain which, if any, of these sil. came from the hoard.<br />Examined 50 coins, and pot drawn, 1948 (ASR).<br />One coin was a rare sil. of Gratian, rev. CONCORDIA AVGGG, TRPS.<br />G.C. Boon, in Oxon., XIX (1954), 42-4, types, mints, of the 50 coins in Reading Museum, cast doubt on the number said to be in other hands."" ******* Boon's comment about confusion between Mr Swain and Swainstone Road is misleading - Milman Road and Swainstone Road back onto each other, with a gravel pit between (originally). The listing here is taken from Boon - Robertson lists other coins in private collections (presumably after Stevens 1896) but only examined the 50 here.",51.44317,-0.9690000000000001,highest,PAS UK Finds,1/13/2015 11:57,12:03.0,7/15/2015 16:19,,"Bland, R. and Loriot, X., 2010    Roman and Early Byzantine Gold Coins found in Britain and Ireland    London:  Royal Numismatic Society 115-6    , no. 24    Boon, G.C., 1954    Hoards of Roman Coins in the Reading Museum and Art Galler      41-42
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   369 no. 1516"
1722,IARCH-1D9E20,PAS: Great Casterton 1722,,,hoard,excav,,327,1950.0,1950.0,"Robertson 2000, 317 no. 1315:""In 1950, during the excavation of a Roman villa, which was found to have been destroyed some time after AD 375, there was discovered in the debris a hoard of 327 minims. ""About 300 of these were found as a hoard with the sestertius of Marcus Aurelius and the AV forgery of Valentinian I. The rest were scattered nearby, and probably came from this hoard.<br />The minims forming the hoard varied in weight from 1 gr. to 18 grs, but the majority were of weights between 4 grs. and 8 grs. 118 of them belonged to the FEL TEMP REPARATIO type of legionary spearing fallen horseman, 4 to the GLORIA EXERCITVS type with one standard, and 1 of 15 grs. is attributable to Magnentius.<br />Of the hoard as a whole Mr. B.W. Pearce writes:-<br />'So little can be seen on the coins that it is not possible to say that they were in use at any particular time other than after AD 350-3 (Magnentius).<br />It is likely that most of these coins were cut from coins of larger flan.<br />There is no specific evidence, other than size, that the hoard belongs to the fifth century, and evidence seems to be accumulating that the reason for the small size is more likely small value than the diminution of the flan due to scarcity of metal.'""<br />The Roman Town and Villa at Great Casterton, ed. P. Corder, (1958), 22<br />To judge from Mr. Pearce's account, the hoard consisted of minims only, and did not include the sestertius of Marcus and the AV forgery of Valentinian I."" ******* It is unclear if the solidus of Valentinian and the Sestertius were part of the hoard. The implication is perhaps that they were, which would put the hoard into the Valentinianic period.",52.67431,-0.5129,highest,PAS UK Finds,1/13/2015 11:57,12:05.0,9/1/2015 16:41,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   317 no. 1315"
1723,IARCH-76AD2F,PAS: Ketton 1723,,,hoard,excav,,1364,2002.0,2002.0,"8 radiates and 1356 nummi to 402. Associated with an inhumation burial (later excavated). TAR 2003, 383.Treasure numbers associated with this hoard: 2003 T013 ******* Many illegible. M Curteis writes: The hoard contains coins ranging in date from radiates of the late 3rd Century to late 4th century Theodosian bronze issues. There are very few coins earlier in date than 383 while the latest issues were minted c.395-402. The hoard contains a single silver coin (a siliqua of Arcadius). Many of the Valentinianic coins are worn and have been cut down to a similar module as the Theodosian bronzes. It is probable that many of the earlier coins were in circulation, and became incorporated into the hoard, because they had a similar small module to that of the coinage of the late 4th century. The inclusion of a single silver coin is highly unusual and may indicate that the bronze coins were seen to have a monetary value at the time of deposition. The relative proportion of coins with reverse legend SALVS REIPVBLICAE (c.388-402), along with the presence of at least ten coins minted after c.395 would indicate that the hoard is very late, falling right at the end of the Romano-British coin sequence. It may be significant that the hoard was found c 1km further down the side of the Welland valley to another hoard, the Tinwell hoard (DCMS 2000, 118-9). Although the Tinwell hoard was somewhat earlier (having been deposited c 275) and was mainly composed of base-silver radiates (2829 radiates and one base-silver denarius), the proximity may not be accidental and raises the possibility that both hoards form part of a series of votive deposits on religious sites that concentrate in this area, perhaps symbolically marking the boundary between the Corieltauvi and Catuvellauni (Curteis 1996 and 2000).",52.64473,-0.5416,highest,PAS UK Finds,1/13/2015 11:57,12:05.8,9/1/2015 16:45,,"Curteis, M., 2009    Ketton, Rutland    Wetteren:"
1725,IARCH-A27154,PAS: Thistleton Dyer 1725,,,hoard,,,6,1957.0,1957.0,"Robertson 2000, 321 no. 1331:""""Further work was carried out at two ironstone quarry sites at Thistleton Dyer, Rutland: (i) in Black Wong Field (Quarry no. 5) two groups of buildings 500 yds. apart, containing rectangular rooms, with a road on the E. of the easterly one (extending northwards into the next field) which was dated to the third century AD, two small third-century coin hoards being found in the top of a large pit.""<br />JRS, XLVIII (1958), 137<br />6 coins from Thistleton, Rutland, in Lincoln City and County Museum are AE of:<br />AE<br />Constantius II, Aug. 1 Constans, Aug. 3<br />Constantius II, or<br />Constans, Aug. 1<br />Magnentius 1<br /><br />6<br />(VICTORIAE DD AVGGQ NN, Trier)<br />(VICTORIAE DD AVGGQ NN, Trier)<br />(VICTORIAE DD AVGGQ NN, Trier)<br />(VOT V MVL X, mint uncertain)<br />Examined, 1978 (ASR)<br />If these coins came from a hoard, the latest coin recorded was of Magnentius."" ******* Unclear if the coins here relate to the two third century hoards mentioned. A number of hoards known from this site.",52.74389,-0.6549,highest,PAS UK Finds,1/13/2015 11:57,12:07.2,9/1/2015 16:59,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   321 no. 1331"
1728,IARCH-89DB52,PAS: Uppingham 1728,,,hoard,,,600,1814.0,1814.0,"Robertson 2000, <span>360 no. 1480:</span><span>""</span>6 Sept. 1814<br />""As a poor woman of Uppingham was, with her son, gathering nuts in a small wood, called Holyoak Spenney, about four miles from that place, the boy perceived part of an earthen vessel emerging from the bed of a small stream, which, on examination, proved to be a Roman vase, filled with silver coins of the Emperor Valentinian, Valens, Gratian, Theodosius and Maximinus [sic]. The coins are, consequently, from 1430 to 1450 years old, and the whole are in most excellent preservation.""<br />Annual Register, 1814, 84<br />""In the year 1814, a woman found in a wood near Uppingham, a Roman vase which contained 600 silver coins of various emperors.""<br />A.J. Waterfield, in Rutland Magazine, I (1904-6), 160<br />This hoard, and the circumstances of discovery, are very similar to the hoard found in 1799 in Holyoke Wood, Stockerston, Leicestershire [no. 1506], but the dates of discovery are about 15 years apart."" ******* See article by T H McKCLough in file for Whitwell (see refs). He argues that this is the same as hoard <a href=""https://finds.org.uk/database/hoards/record/id/1167"" title=""View details for IARCH-1C47B7"">IARCH-1C47B7</a>. This does seem plausible, given that the findspot of that hoard is about 3 miles from Uppingham, so I have assumed this to be the same wood. A second find cannot be discounted however and the find has been listed separately.",52.55989,-0.7652,highest,PAS UK Finds,1/13/2015 11:57,12:09.2,8/20/2015 15:23,,"Clough, T.H.McK., 1981    A lost hoard of Roman coins from Stockerston, LeicestershireRobertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   360 no. 1480"
1730,IARCH-F2CBD6,PAS: Whitwell 1730,,,hoard,,,1093,1991.0,1993.0,"A hoard containing one gold finger-ring, two solidi of Valentinian II and Honorius and 1,091 siliquae of emperors from Constantius II to Honorius was discovered by Mr and Mrs R V Stubbs, Mrs J R Holmes and Mr W Finbow while using metal detectors on a ploughed field between Grange Farm and the A606 in the parish of Whitwell. The initial discovery of the gold ring and 786 coins was made between September and October 1991 and further coins were recovered during subsequent visits to the site in October 1992 (86 coins) and July - September 1993 (221 coins). The coins were found widely scattered over a 15-acre field, mostly about three inches below ground level. Many of the coins had been bent by the rotovator. The hoard was submitted to the British Museum in January 1992 and was the subject of Treasure Trove Inquests held at Oakham on 21 May 1992 and 24 February 1993. Many of the coins were clipped and the date of deposition is thus not likely to have been before c.AD 410. 2 solidi (Valentinian II, 1; Honorius, 1); 1091 siliquae (Constantius II, 17; Julian Caesar, 4; Julian Augustus, 55; Jovian, 7; Valentinian I, 12; Valens, 75; Gratian, 75; Valentinian II, 31; Theodosius I, 64; Magnus Maximus, 79; Flavius Victor, 12; Eugenius, 42; Arcadius, 226; Honorius, 281; Anonymous, 1; illegible, 66; irregular, 44); 1 gold finger-ring. Addenda of: 86 silver siliquae to Honorius(1992) and 221 silver siliquae to Honorius (1993). Solidi: AD 383-88 (1)<br />1. Valentinian II, rev.: CONCORDI-A AVGGG?, Constantinopolis std. facing; in exergue: CONOB, RIC Constantininopolis 67(b), 1, 4.13g<br />AD 394-402 (1)<br />2. Honorius, rev.: VICTORI-A AVGGG, Emperor stg. r., in field: M D; in exergue, COMOB, RIC IX Milan 35(c ) = RIC X 1206, 4.44g ******* Images in BM file. Some coins sold at Sotheby's 19/4/1993. Many of the coins were clipped and the date of deposition is thus not likely to have been before c.AD 410.",52.6718,-0.6408,highest,PAS UK Finds,1/13/2015 11:57,12:10.7,9/2/2015 9:28,,"Bland, R., 1997    Whitwell, Rutland    London:
   Bland, R. and Johns, C., 1994    A Roman hoard from WhitwellBland, R. and Loriot, X., 2010    Roman and Early Byzantine Gold Coins found in Britain and Ireland    London:  Royal Numismatic Society 194    , no. 360"
1736,IARCH-65B7BF,PAS: Bridgnorth Area 1736,,,hoard,,,2891,2007.0,2007.0,"2,891 nummi to 355 in a pot with copper alloy ring. PATAR 2007, 507; NC 2010.Treasure numbers associated with this hoard: 2007 T664<br />Other PAS records associated with this hoard: HESH-881F86 ******* Presence of copies could date as late as 361.",52.51027,-2.3304,highest,PAS UK Finds,1/13/2015 11:57,12:15.0,8/17/2015 13:57,,"Wilson, A., 2007    A Magnentian hoard from Bridgnorth, Shropshire, England"
1738,IARCH-1CEDC8,PAS: Shrewsbury area 1738,,,hoard,excav,,9315,2009.0,2009.0,"18 radiates and 9297 nummi to 335.<br />The 9,315 coins were contained in a broken ceramic jar and excavated by the finder. The subsequent archaeological excavation recovered a scatter of coins in the immediate area and some associated pottery sherds (from the jar). The pot had originally been placed in a pit and was covered by a large flat stone. Some evidence of prior disturbance (possibly due to animal or root action) was found, causing the coins to be scattered around the vessel. BNJ 2012, 38.Treasure numbers associated with this hoard: 2009 T450<br />Other PAS records associated with this hoard: HESH-658701 ******* EG writes: The internal stratigraphy of the pot suggests that the latest coins were added in a later deposition event, as they are only significantly present in the upper three layers and the scattered coins outside the pot. The earlier coins are distributed throughout the pot, as might be expected if these remained in circulation until the date of burial. Some mixing of the contents may be expected to have taken place due to the disturbance of the pot but the patterning is still clear.",52.77165,-2.9113,highest,PAS UK Finds,1/13/2015 11:57,12:16.4,8/17/2015 14:00,,"-1CEDC8 - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-1CEDC8
Workflow    status: Published Known as
Shrewsbury areaQuantity summaryCoins in hoard: 9315Artefacts in hoard: 4Containers for the hoard: 1Chronology    Broad period: ROMAN Coin chronology

    Last ruler: House of Constantine


    Last Reece period: Period 17 Constantinian II (330-348)


    Date from: AD 333


    Date to: AD 335


    Terminal reason: Date of latest reverse type


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    Gallienus (sole reign)









Radiate (antoninianus)










Rome




    AD 260



    AD 268



    2

    ROMAN






    Gallienus (sole reign)









Radiate (antoninianus)










Siscia




    AD 260



    AD 268



    1

    ROMAN






    Claudius II









Radiate (antoninianus)










-










-









-



    3

    ROMAN






    Divus Claudius (Official)









Radiate (antoninianus)










Rome










-









-



    2

    ROMAN






    Probus









Radiate (antoninianus)










Lugdunum










-









-



    1

    ROMAN






    Victorinus









Radiate (antoninianus)










Mint I, Gaul (Uncertain, France or Germany)










-









-



    2

    ROMAN






    Victorinus









Radiate (antoninianus)










Mint II, Gaul (Uncertain, France or Germany)










-









-



    1

    ROMAN






    Tetricus I









Radiate (antoninianus)










Mint I, Gaul (Uncertain, France or Germany)










-









-



    1

    ROMAN






    Carausius









Radiate (antoninianus)










C mint (Uncertain, England)










-









-



    1

    ROMAN






    Carausius









Radiate (antoninianus)










Londinium










-









-



    2

    ROMAN






    Uncertain









Radiate (antoninianus)










-










-









-



    1

    ROMAN






    Radiate (Barbarous)









Radiate (antoninianus)










-










-









-



    1

    ROMAN






    Licinius I









Nummus (AE 1 - AE 4)










Londinium




    AD 307



    AD 312



    1

    ROMAN






    Licinius I









Nummus (AE 1 - AE 4)










Londinium




    AD 313



    AD 317



    2

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Londinium




    AD 313



    AD 317



    2

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Lugdunum




    AD 313



    AD 317



    3

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Trier




    AD 313



    AD 317



    7

    ROMAN






    Licinius I









Nummus (AE 1 - AE 4)










Trier




    AD 313



    AD 317



    1

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Arelatum




    AD 313



    AD 317



    5

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Rome




    AD 313



    AD 317



    1

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Ticinum




    AD 313



    AD 317



    1

    ROMAN






    Licinius I









Nummus (AE 1 - AE 4)










Perinthus/Heraclea




    AD 313



    AD 317



    2

    ROMAN






    Crispus









Nummus (AE 1 - AE 4)










Perinthus/Heraclea




    AD 313



    AD 317



    1

